lane_1,lane_2,lane_3,lane_4
68.23045,66.14845,67.86301,54.881508
66.03786,65.42552,65.68613,57.204735
68.75145,66.71303,67.93434,59.63746
66.87111,67.246124,67.053764,59.981125
68.65999,67.3271,67.38644,60.95864
68.14925,67.41464,68.01459,60.48762
68.95479,67.594505,67.573235,60.285538
68.42266,67.74713,67.416855,60.129585
68.5618,67.53455,66.29297,60.42532
67.43118,67.66695,66.815544,59.949448
69.15251,68.055954,66.20252,61.001396
67.296616,67.47231,67.66169,60.595493
68.42129,67.586624,68.05218,61.355522
68.92959,68.19659,67.40635,61.555294
67.70121,67.71816,66.27522,62.09756
66.24888,67.48885,67.22559,60.899956
66.932655,67.24933,66.77929,61.587475
68.90541,67.935295,67.02473,60.874638
67.5601,67.799446,67.155426,61.526684
67.80209,67.915596,66.96743,62.56352
67.9247,67.8784,67.00676,63.511753
67.598015,68.16337,67.477936,62.18031
67.94918,67.86475,65.30807,59.848
68.89743,68.795204,65.82374,61.578457
67.32801,67.893036,67.53294,62.218307
68.659904,67.772545,67.30254,60.11071
67.06909,67.41486,67.24293,60.903427
68.877144,67.669815,67.472916,62.857185
65.23163,67.583755,67.18856,62.632004
63.791103,67.775566,66.14848,61.377785
68.16363,68.17936,67.06115,62.61956
65.95299,67.26646,65.91537,62.223526
64.9215,68.45602,68.16106,63.62894
65.92333,68.08655,67.32564,63.062904
68.543945,68.07003,68.50578,62.478027
68.248184,67.11211,65.2328,61.40261
69.082306,68.89478,67.87328,63.209423
67.690674,66.45175,66.27218,60.605705
66.46261,68.46935,67.425835,63.109577
62.814625,67.093124,67.48301,59.24126
68.07112,66.6253,65.381424,61.90274
65.47483,63.475277,67.201324,59.844074
68.036606,65.61942,68.46225,60.572876
64.50228,64.88986,68.11626,61.286736
65.66124,66.7428,68.19674,63.51168
66.16502,66.31608,64.471214,61.75436
63.43054,67.54692,64.90026,62.2778
66.75892,66.92076,66.82499,60.605263
62.818478,64.94923,66.642426,60.931698
64.4865,65.81247,66.895,61.13596
66.24745,67.35874,65.97054,62.282005
60.439564,64.33055,66.00963,59.66014
66.009445,64.30033,65.54286,60.061516
67.54176,66.731186,68.553185,61.28864
64.78577,66.46365,61.548668,61.805874
69.50716,68.9843,64.70062,62.057526
64.22795,67.94684,62.510292,61.81989
64.57104,67.3229,66.25217,62.399193
62.948963,63.672745,67.85375,56.681496
63.818893,65.838135,67.96634,59.33167
61.080452,66.212814,63.391163,55.796432
63.833992,68.043106,67.66596,60.0174
60.933758,65.97174,66.86008,61.809914
62.265438,66.968445,68.30564,63.60427
66.626144,65.7992,65.52044,63.52225
65.935,65.89051,66.87578,61.9425
67.22292,68.06698,67.79744,62.33254
67.41998,68.18662,66.885445,59.905224
63.56862,68.16582,67.03561,61.745758
65.941315,65.90944,67.970825,61.461525
67.73254,66.58413,68.6266,62.275795
67.49363,67.809845,67.35757,60.856754
68.49225,67.81139,67.72483,61.352016
66.431145,65.864334,66.124725,62.700493
67.47218,67.78151,67.80773,61.874283
67.2585,68.13719,66.831184,63.929497
66.11706,66.67476,66.67947,62.237293
69.26104,68.54087,68.40893,62.306995
67.533806,68.2988,67.845985,61.507076
65.739746,66.9552,67.93123,60.585445
67.59411,68.19791,67.31238,62.502514
68.792854,68.04019,66.7956,61.071438
67.30146,67.97997,65.76778,60.960045
67.0459,67.937004,67.29128,61.55964
67.31769,67.20775,67.8932,60.20845
67.836464,66.81031,67.90834,61.55452
68.19023,66.40878,67.01873,62.980473
68.12149,67.30803,67.45843,62.16876
69.10139,67.776985,67.022705,63.079937
67.895996,67.24927,65.27488,61.26353
68.705696,68.30954,67.416466,61.0485
68.73583,68.17104,67.601524,61.755905
68.89009,68.016495,66.14755,61.857548
69.32928,67.84042,67.26321,61.034737
69.058334,67.937416,67.630684,60.92144
69.66673,67.95684,68.12805,62.485813
69.50512,66.966484,65.78522,62.042286
69.03602,68.498764,67.55,62.02239
69.880455,67.93976,67.80388,60.55466
68.71672,68.22436,67.84046,61.814503
69.64631,67.635956,67.43298,58.880264
67.87667,67.88461,67.88173,59.97132
69.23698,67.79923,66.247055,60.414856
69.08264,67.57305,67.68419,59.81152
69.76287,68.25501,67.945526,61.11766
69.17259,63.65463,59.18632,59.98976
69.858025,68.306274,65.93865,60.499744
68.145775,67.53018,66.55536,58.28091
69.75009,67.97356,67.63629,60.337337
69.38273,67.60906,67.71567,60.17991
69.5786,68.00188,67.33675,58.24669
69.87108,68.92106,67.481125,58.88085
69.47456,68.41974,66.76277,58.745342
69.35168,68.79261,67.289856,56.565754
68.94104,68.05615,67.15142,56.514164
69.50201,68.027916,67.516495,56.866226
68.05382,68.24345,67.63527,57.218483
69.77981,68.82365,68.105705,57.321552
68.81647,67.74946,67.877754,57.419434
68.85929,68.23718,67.432785,56.823578
68.915215,68.06841,67.612595,56.87318
69.24425,68.25726,67.96407,57.357224
69.30146,68.89592,67.66333,56.65503
68.96338,68.86407,67.546555,56.942413
68.98001,68.717224,66.74469,57.47948
69.46647,68.28097,67.712326,57.431942
69.15702,68.09067,67.75357,56.557617
69.063385,67.238304,67.86685,55.90174
69.67633,68.12457,68.42452,56.384613
63.706905,67.91946,67.72375,57.127213
56.808327,68.2494,67.91867,56.162113
63.47287,68.824905,68.58458,56.413994
66.30434,68.424324,67.767235,55.59399
68.52419,68.69733,67.957855,56.03807
67.19942,67.60258,67.81945,54.59902
68.99213,68.319954,67.980255,54.46613
69.41322,69.11613,68.2774,54.84484
68.52892,68.38849,67.367935,52.709213
67.94676,68.88232,68.20084,54.69539
68.31797,68.17559,67.80824,54.75467
69.18226,67.80484,64.610344,54.735672
68.59259,66.88486,67.95689,55.2247
66.063324,67.32277,68.48147,55.988243
68.76776,67.4288,68.2187,54.208637
68.83598,68.21624,67.90134,55.15548
68.21025,68.34433,67.72292,53.782978
68.84997,68.24708,67.22641,54.300537
67.21119,67.42814,67.65517,49.429882
68.102745,68.27862,68.24753,53.686413
66.905426,63.954975,67.47044,53.196815
67.95512,67.56719,68.76138,53.585
68.13959,67.515205,67.71368,52.25749
67.078064,67.15215,67.2755,38.958447
68.101715,67.30766,67.3908,28.38676
68.81222,68.12943,67.89164,27.078058
68.54249,68.17239,67.99966,32.427944
67.91775,67.41048,67.56413,32.80665
67.93073,67.98252,67.45069,35.529335
66.23884,66.46224,64.47724,25.010605
16.179525,27.371006,20.731285,6.029283
13.808598,20.465996,14.658508,6.545976
8.139318,13.019856,8.962625,4.5286794
5.0010257,8.658625,5.809169,3.4160917
2.9755733,5.7985787,3.7292743,2.5196373
1.8318346,4.0153823,2.4081123,1.8818592
1.2538801,2.933896,1.5903015,1.4473021
1.0195589,2.296656,1.1031581,1.1649649
0.9792974,1.9279015,0.8237464,0.9925325
1.0261838,1.7054832,0.6552657,0.8985435
1.1138332,1.5611458,0.5290611,0.85950106
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421583,1.4638301,0.45760524,0.9136658
1.2421583,1.4638301,0.45760524,0.9136658
1.2421578,1.4638305,0.4576066,0.913665
65.64975,59.225193,64.75594,48.94531
65.0351,61.538532,62.34652,47.74609
67.12722,64.77719,63.712276,50.45368
66.799255,65.11539,64.58806,42.770752
68.97198,66.7928,66.043434,40.340176
68.47471,68.64292,67.46422,48.602932
66.53618,66.59229,65.75438,47.134468
67.6427,67.83672,67.73603,49.519947
66.942986,66.95189,67.263374,44.225883
67.856895,67.52807,68.15331,46.61031
68.14719,68.03904,67.88354,51.701687
68.49609,67.71824,66.54387,54.17331
68.05539,68.09956,67.277275,52.953167
68.791695,68.285675,67.564545,53.082695
67.514595,68.46022,66.647125,52.490685
68.37243,68.510765,67.480156,53.341488
68.28042,68.02253,67.68763,53.850166
68.58049,68.521164,67.67207,53.368553
68.57857,67.91945,67.78826,54.99203
68.95855,67.67378,67.876724,54.359184
67.82847,67.479675,67.63141,54.80779
68.937325,67.98521,67.23802,54.23092
67.805046,67.932365,67.428185,49.985504
69.485825,68.36949,68.1047,53.214497
69.29617,68.70423,67.40527,53.315346
67.776436,67.74971,67.42551,53.894764
69.06932,68.25511,66.96443,52.58426
68.51336,64.746895,67.35758,53.782574
69.29561,67.93828,67.96138,53.325012
68.964005,67.98944,66.87171,53.06305
68.622284,68.2404,67.2509,55.20936
68.842026,67.7704,67.62338,55.950565
68.73827,67.41517,67.15376,54.24014
67.64246,67.84684,67.50316,54.33551
68.14081,67.73371,67.08552,54.287193
68.112366,68.56388,67.97699,54.213276
67.65994,67.805565,67.06656,51.56774
68.29346,67.933876,67.98749,53.593872
67.55355,67.40439,67.995316,53.66732
67.90012,67.84466,67.74929,53.600433
68.72781,67.58178,68.120705,54.300804
68.12601,67.541435,67.65169,53.727318
67.67155,67.89963,68.11126,54.425526
68.64288,67.59988,67.76505,55.212124
68.354256,67.51005,67.80673,53.420143
68.483345,67.25434,66.9664,48.34117
68.94817,68.180664,61.831573,52.703915
67.79609,68.49259,66.35036,51.18599
69.20844,67.80755,67.873405,52.247974
68.63685,67.58453,68.10383,47.794605
68.2683,68.28272,67.831566,50.72881
68.89029,67.95946,67.916176,54.266388
68.536285,67.63565,68.01701,56.22834
69.87404,67.89963,67.25445,57.842106
68.95117,66.947945,62.125935,54.03407
69.694496,68.89365,67.32528,56.722267
68.10702,68.27481,67.31958,56.585304
67.43059,67.46147,68.29043,56.794144
67.698654,67.06514,67.99967,55.87818
69.15093,66.94042,67.886894,56.097393
68.15253,66.536316,67.66035,54.626667
69.27707,67.05278,67.851715,54.81621
67.941216,66.11561,67.87242,53.7623
67.35066,66.6916,68.445335,55.693428
67.95187,65.87645,67.51518,56.102566
68.36549,66.48173,68.01712,54.760437
67.75623,66.91735,68.080414,55.261124
68.4159,66.376915,61.567528,51.408524
68.98055,68.0484,66.200066,55.05603
67.85593,67.094185,66.92536,54.661552
68.043,66.93847,67.78644,53.908096
66.153656,60.483498,60.0601,48.63644
69.94186,67.106094,68.48076,54.43949
67.69237,65.758125,66.524414,54.219486
67.527435,67.57895,67.68514,56.95812
68.914825,67.09538,67.63285,56.48288
68.44552,63.447044,67.78298,52.03463
68.96592,66.70823,67.96963,56.569775
68.241104,67.29601,65.29655,57.63716
67.586,67.280846,66.77756,57.413376
67.93214,67.097595,67.22189,58.37901
69.02322,67.754135,67.1409,59.218346
67.758125,63.389927,61.10625,51.957485
69.816246,68.59424,67.766174,59.428818
68.6533,66.76468,67.05568,60.15061
68.69755,67.23937,67.49559,58.067505
65.3503,67.54322,67.5954,57.307392
67.6855,67.00063,67.53937,59.385464
67.19088,67.24403,66.75796,59.273113
68.630264,68.18409,68.02568,59.924133
68.80656,67.87916,67.50945,58.862648
67.3799,67.13917,60.629868,61.298794
68.091324,66.806564,65.4737,61.08931
68.253716,66.792336,66.61644,59.993404
69.884026,67.11702,65.6067,60.726116
68.42345,67.00562,67.2126,56.3
69.50814,67.23335,60.6241,60.66496
68.330635,68.26125,64.94341,59.04894
65.46909,67.457664,65.66284,58.83499
64.85334,66.12476,67.32396,57.026745
65.10832,66.81756,68.99258,61.653828
65.614586,66.95849,67.74459,60.073277
67.28578,67.26582,67.06897,59.692066
66.17742,65.858154,66.98581,60.459682
67.94074,67.66408,68.259186,60.970657
66.3688,67.16292,67.53444,58.70179
66.43392,66.96006,67.63005,62.038303
64.34147,67.51609,68.155594,62.23791
67.07709,68.093155,65.5182,62.787437
66.46805,66.68593,66.67751,60.221542
66.824936,66.88125,64.81072,60.705696
67.49985,68.055954,67.97617,62.919987
65.981834,65.3783,67.865425,60.93516
68.06549,66.25155,68.78753,61.192368
61.804802,66.69591,68.090935,57.821297
65.108894,66.278175,67.11779,61.45483
68.1943,64.93743,68.44991,59.614822
61.439365,65.75318,66.19901,59.149967
67.09494,65.72342,64.71796,61.191273
67.484856,64.4253,62.355293,63.73031
67.31678,67.05613,65.028336,62.85314
68.49824,67.81812,67.676575,61.703953
65.28101,66.31402,67.38343,59.400208
64.70132,68.26167,67.3255,53.795578
68.51079,67.109,61.290157,59.148163
66.62238,65.95798,64.543465,60.382034
63.209156,65.053116,67.65955,59.597088
60.92908,64.97566,64.24068,61.46589
66.62801,66.78541,66.8903,59.982445
65.82414,66.92915,64.36535,57.45758
63.42046,65.699524,63.46964,53.55206
64.396904,68.09685,67.86097,58.294945
66.83938,67.77767,65.66554,58.202263
63.51338,67.983604,62.773594,57.532738
66.46535,66.00732,65.15867,57.029324
67.60395,65.65179,64.29487,56.87679
60.87052,65.61249,65.07433,57.51717
65.97372,67.0078,68.05852,60.10268
65.73214,65.430435,66.49016,54.782776
64.793686,64.67638,68.00869,52.793957
63.087425,65.8825,68.64828,57.941963
65.31445,66.891785,68.39459,54.98852
63.687145,63.83475,66.31685,53.402187
66.70666,65.6079,68.7886,56.62363
65.07166,66.24433,67.905045,57.01819
64.46356,65.062126,67.64492,57.9843
64.12608,63.24217,62.52012,54.698982
61.556736,65.53079,65.82155,56.517353
65.63663,64.70538,62.238987,54.29515
65.441216,65.33638,63.719837,55.82222
68.56176,66.525406,66.81852,55.192356
67.5056,63.72683,62.88172,56.910877
63.719353,64.315674,65.99767,56.29591
62.558655,65.65459,66.036804,57.83957
64.33175,65.63504,66.547745,58.088974
62.609737,65.36264,66.057976,56.424828
61.922413,65.41348,68.26278,55.96745
61.889366,64.86693,68.18032,54.414577
64.51222,63.178856,68.30788,57.670284
64.157845,61.114044,67.45525,55.346313
64.29766,63.268772,67.2636,58.09791
64.68018,63.500603,64.920586,55.657738
65.5481,65.686584,67.760284,57.531338
66.195496,65.04815,66.43693,55.776665
66.275406,66.98596,66.00957,57.57224
65.64811,64.887695,66.8642,57.319283
66.37966,65.63373,67.17331,57.405247
67.40959,65.65911,67.7409,56.27467
66.7658,66.989426,67.73746,56.525955
66.23923,65.87639,66.69246,57.380054
65.71705,66.50088,67.045235,56.25568
67.86493,66.95913,67.62384,56.325687
65.90589,63.93046,67.00402,55.92056
65.84955,64.5747,67.569046,55.77592
67.27526,65.45117,66.94824,53.831936
68.33448,65.38789,66.99334,55.38598
67.381485,65.22666,66.285904,55.130714
67.30142,65.08278,65.65811,54.463284
68.47657,65.81659,66.31311,54.7982
67.9496,64.97293,65.87592,52.835377
68.17116,65.368706,65.255714,53.31159
68.85829,66.512535,64.03998,53.285595
67.99766,66.362236,64.41065,52.223583
68.42333,67.26093,65.14785,52.462227
69.07996,66.821526,63.264645,52.54227
68.237915,66.80917,60.16225,52.08407
67.88654,65.967,59.623928,51.188576
68.606316,66.34776,54.818916,53.23349
68.69856,64.07346,37.80681,53.15071
69.858444,64.35684,24.313328,52.61406
69.648346,65.49513,26.778885,52.727962
69.08233,66.22223,20.985579,53.45
68.634735,67.92151,29.3306,54.07618
67.868256,66.18995,24.321844,51.217575
68.60905,67.29528,22.317451,53.423515
67.36305,66.93819,27.11877,50.75166
68.29277,67.54397,34.657356,53.901665
67.96825,65.509796,24.769503,52.900284
68.284874,67.51555,36.05962,54.311783
67.29267,65.06799,28.005234,52.40419
68.92066,66.01496,18.630533,51.846252
68.05387,66.7878,25.369658,53.37234
68.03645,65.03813,23.419018,53.731792
69.31892,66.61517,28.707193,54.69472
68.46496,66.17974,32.87406,53.512203
68.763916,69.02636,55.23607,55.27409
67.602585,67.21146,65.10102,53.14469
67.101036,66.697525,66.42003,50.89563
68.01975,66.17867,66.457504,51.16947
66.80712,65.92481,66.68558,52.288292
68.18825,65.593796,65.79298,50.335453
64.4241,66.12905,64.78053,50.614548
68.04692,67.05308,65.68119,51.32182
66.28168,66.22631,64.67769,52.153133
66.50047,66.013855,65.30049,52.045456
67.56819,66.593155,65.10201,52.103737
66.696144,65.94042,64.407234,50.91246
66.17329,67.2068,65.18152,51.66144
64.610756,66.14273,65.66481,49.535793
66.83505,66.63323,65.85809,48.979633
64.62438,66.54154,65.50327,51.303825
64.60616,66.429306,65.452286,51.661842
64.89882,66.29591,65.69348,53.08706
65.63441,66.27898,65.524605,50.94548
66.2673,65.84292,66.50935,52.1245
65.07351,66.74072,65.886536,51.602734
64.4442,66.28992,65.59227,50.35322
67.46159,67.090225,67.101685,51.3444
63.426876,65.000145,65.705574,49.782856
64.87387,66.8226,67.14781,51.162807
65.60165,66.709724,65.74459,52.197453
65.67562,67.17831,66.2561,52.717434
64.917854,66.10704,66.15723,52.163742
66.3304,66.40145,67.01639,51.9327
62.886818,67.0975,67.32596,51.318146
63.69854,66.36411,66.68914,52.904007
64.793526,67.036354,66.68056,51.563892
64.14775,66.619156,66.2118,51.629356
65.124985,67.20892,67.0792,51.774227
63.738007,66.53825,66.611824,51.376656
63.818268,67.28733,66.91838,49.82501
66.18574,67.15119,67.43742,51.65571
63.768208,67.513466,66.40999,51.993412
64.54002,67.23738,67.79838,51.090317
64.3657,66.728546,67.037125,51.943817
65.572266,66.65323,67.22447,50.374126
64.76346,67.199646,67.42819,51.61315
66.45402,67.753876,67.03332,50.20964
66.22695,67.177666,66.362305,51.94868
64.72968,67.03221,66.54646,50.161823
63.888218,67.27811,66.53024,50.84811
65.23459,67.09948,66.90228,51.071335
64.36534,66.44284,67.21218,50.69439
65.293884,66.61559,66.23463,48.31919
65.85822,65.75513,66.08154,42.017696
67.343636,68.1739,66.08541,51.326183
65.85082,66.386086,66.25073,49.98259
64.86749,66.56685,66.50958,49.099216
67.432724,66.454636,66.79486,49.459362
64.87917,66.743454,66.58138,49.72569
66.36263,67.16502,65.984,51.23445
67.294395,66.85547,65.15835,50.77197
66.17596,66.24551,66.66899,50.48776
65.90368,67.38082,66.45649,51.68856
65.67547,66.02154,65.16238,51.052578
65.70768,65.94863,67.37647,52.75008
66.21113,65.607834,66.07358,50.29324
65.448685,66.44657,66.79378,51.675385
66.757835,67.08834,67.11598,51.273884
66.71465,66.79806,65.80013,50.38406
65.74283,67.08671,66.30522,50.29467
63.556255,66.83479,66.82705,50.900223
64.85542,66.92698,66.82689,49.382538
65.47183,67.14005,65.88231,50.05561
65.73841,67.934685,66.51324,50.955116
65.94739,67.69858,66.85794,53.027203
65.68423,66.61525,66.22616,52.058304
65.4665,66.79467,66.74954,52.108448
66.022835,66.58425,65.82907,49.16977
66.221344,66.79671,66.53499,53.43942
66.64135,66.594536,65.23388,54.851444
67.2237,54.059464,65.68868,56.02466
64.346855,39.108536,67.82618,53.4193
66.182625,38.04893,68.03543,54.408947
67.79993,50.42596,69.24063,57.424606
66.224266,58.487236,67.284386,54.259968
67.70866,63.39778,64.7562,53.165657
66.796524,64.32504,63.672157,52.556526
67.47487,65.931984,65.30387,51.888134
66.363785,66.49893,64.635025,51.86806
67.25279,66.20568,65.69145,53.82361
65.81751,66.64458,65.68797,52.775345
65.009445,66.2331,65.44836,52.893364
64.91976,66.46751,66.68589,50.170395
65.926155,67.33943,65.8565,51.504997
64.98296,66.4237,66.55353,49.653576
64.59115,65.902084,66.75861,52.304047
65.79552,65.34144,67.202515,50.32584
66.411446,66.74306,66.0447,51.06984
65.816956,65.82497,66.08852,51.649693
65.30417,64.71682,66.50432,50.639412
64.11201,65.33831,66.54133,51.81844
63.1553,64.48279,68.0275,52.86626
63.40374,65.343,67.43827,53.161736
64.200485,65.673775,67.62716,52.150608
64.42816,65.712105,66.914375,52.342808
64.53852,65.17594,66.4666,53.038033
55.694572,64.19844,66.35242,51.963486
36.472397,63.46163,67.4107,52.704742
28.789135,63.279537,67.221504,53.278793
24.627216,64.558495,67.542114,55.6376
22.878542,64.30594,67.70865,55.25076
20.316242,63.106155,66.64743,55.1828
23.964005,64.357376,67.79487,56.81391
19.965528,63.84276,67.20959,55.243748
20.775944,64.37379,68.35901,58.39681
27.81284,62.77017,68.90645,57.316353
22.188145,63.56151,67.83691,55.69317
21.07039,64.94999,67.494606,57.980545
26.141897,66.10909,67.00224,59.814487
37.073994,66.45188,68.079636,59.593285
33.540302,65.1831,67.3931,57.568157
32.649685,61.449974,62.81648,59.48866
56.639797,66.174164,68.55438,61.183704
64.2846,66.399315,67.509636,60.091682
65.8463,66.57183,66.69932,59.184402
65.9484,67.62128,67.22935,59.28124
67.90455,67.9533,67.6511,60.675434
66.306465,67.34339,68.086365,60.8528
66.183105,62.864616,62.4511,59.887352
66.97474,65.46571,67.36087,57.27388
67.69525,67.04461,68.49086,57.78049
66.68835,66.96185,67.81311,57.278133
66.24725,68.35331,68.02056,57.84014
66.8207,68.07089,66.93061,57.109566
67.01822,67.723495,66.84969,56.051586
67.684296,67.47349,67.95673,50.62995
67.11819,64.75898,62.730648,52.870506
69.086624,67.39915,67.08479,54.078987
66.78645,67.239044,66.660805,54.505875
67.437256,67.65702,66.843475,55.653015
68.798004,68.07362,67.67354,56.938683
68.71405,68.065346,67.307785,57.69521
68.28315,67.540276,67.46408,58.442078
66.864,67.05787,67.65309,57.17523
67.92467,66.94948,67.82433,57.487804
69.28367,67.730484,68.464386,57.522903
68.54759,67.58153,67.38129,59.28427
67.54551,66.96645,67.67394,57.409252
68.158455,67.332695,68.14365,57.207134
66.94324,67.33747,67.6137,56.520714
68.33403,67.82315,67.8178,57.787704
68.09617,66.10131,61.48144,51.89346
68.37334,68.76068,67.46507,56.8276
68.064865,67.00303,66.42356,56.113052
68.02615,66.5933,66.63871,54.47896
67.52344,67.42663,68.22775,57.21302
67.92481,66.587135,67.8007,55.83733
67.362885,67.06502,67.37558,56.02687
67.935715,63.05208,62.68384,57.357918
66.25201,66.28203,66.9018,59.276432
66.79405,67.048065,67.55725,58.98551
67.44009,67.74527,68.21759,60.619144
67.63853,67.24018,66.85616,57.214333
67.79063,68.261055,66.92687,57.07779
65.05448,67.3218,66.60341,55.018436
67.91779,68.456825,68.13956,56.9458
67.346565,67.66966,66.92076,57.372086
66.14892,67.79497,67.53432,56.769424
66.38199,67.39392,66.88693,57.91824
66.82303,66.96458,67.649315,58.444878
66.56778,67.25955,65.40755,59.439648
64.039345,63.17726,67.43366,54.00336
67.95762,67.07864,68.95861,62.21255
65.45138,66.34827,65.44418,57.495174
65.47849,67.67409,67.49775,56.64162
66.53157,67.66481,67.33241,56.642006
64.72988,67.28373,67.18729,55.819206
63.54681,68.15242,67.61386,56.69241
64.762505,67.57933,66.56433,57.394802
62.708103,67.50366,64.46056,59.06837
66.7781,68.52307,66.63538,61.815605
64.691414,66.8641,66.19939,58.785973
62.781178,67.17672,66.3381,59.206974
64.815216,67.01268,65.53802,58.880707
65.2771,67.173805,66.70279,54.13403
63.217594,64.34386,67.431335,57.806484
62.05617,65.03053,65.69296,59.839928
64.02867,65.89684,64.64457,61.96302
64.62744,66.31586,64.13107,60.211403
66.36427,67.20661,65.39726,60.973564
65.314255,68.23493,67.63384,64.20522
66.24743,67.11879,67.57622,61.759754
60.901405,66.64908,66.030815,60.53175
61.360905,67.816315,66.810585,61.207962
63.790405,65.85311,63.631508,55.11688
68.23141,65.386406,67.08009,61.141624
67.34878,64.14161,66.35732,59.543766
64.80423,66.33762,65.82903,59.55649
67.694984,64.73315,61.72988,60.56364
59.948357,65.59358,63.21457,62.639576
64.85408,67.98587,67.00505,62.059113
58.363983,65.277374,61.322304,61.048977
56.15644,66.9305,67.483055,59.163265
57.78537,66.321915,68.03668,61.580578
66.862305,66.87725,61.2087,63.124657
62.01911,66.793304,64.372055,59.69771
62.080025,66.98095,60.150146,57.615658
59.60436,65.0432,64.90339,59.495712
57.160404,66.233955,65.77281,59.946377
64.72499,65.256516,62.23858,60.027046
60.163227,65.17293,60.185745,57.89967
64.68161,68.33134,67.30057,61.110703
59.020878,61.868156,63.403625,55.205547
60.549187,67.77354,67.05674,60.39095
15.373679,26.36357,22.646284,18.097002
15.176194,20.033524,16.232279,12.391442
9.272919,12.591515,10.194546,7.6539397
5.6403227,8.11013,6.5815406,5.1451836
3.2050724,5.2030673,4.130587,3.520034
1.7925868,3.4612484,2.5630167,2.4710681
1.0750444,2.472971,1.5781556,1.7798488
0.8000324,1.9586961,1.0007483,1.3556465
0.7697907,1.7059453,0.68211704,1.0842279
0.8724266,1.5782616,0.54067963,0.93561095
1.018341,1.5144845,0.4894968,0.8714361
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
1.2421578,1.4638305,0.4576066,0.913665
64.26954,57.599216,64.866516,53.916927
56.763157,58.02108,61.584274,51.360706
61.314842,60.08332,59.546402,55.516426
64.44385,59.356724,64.2516,52.442554
58.79634,62.934074,63.443047,52.93228
57.382504,62.376446,65.05737,50.864727
60.857132,62.301777,63.841965,57.888138
51.081577,60.836033,65.05617,57.58582
57.756046,63.860954,67.585945,54.067295
61.158142,60.730713,63.976276,56.22806
54.79219,61.14126,63.56723,57.393375
63.53651,62.731983,66.81576,60.44468
62.094,59.574314,64.36724,57.817097
64.28166,63.607494,66.15476,58.196655
60.89263,63.910023,66.619415,59.306118
62.030087,65.54576,66.755394,57.428375
62.911587,64.07809,66.53482,54.79279
62.94907,62.37252,66.584015,54.986645
65.90079,65.180305,66.96512,54.094074
64.80503,63.438175,65.93129,54.60173
62.960953,63.50131,66.076775,58.94769
65.04859,62.865807,66.812904,56.64429
64.430084,63.792118,67.503494,57.50702
63.882336,63.5909,67.10686,58.22273
65.37833,63.484097,67.7058,55.260666
66.387184,64.5672,67.544334,57.97274
64.22295,65.25887,66.68398,55.797417
66.12663,65.35938,67.94873,55.66062
66.53108,65.162926,60.3404,49.874485
67.80242,67.426056,65.85092,54.008797
64.825005,66.14961,66.59439,55.29684
65.60369,66.21251,67.2198,53.903458
65.96274,65.32623,67.2812,48.953636
65.877716,66.44466,66.35882,53.886967
66.562935,64.78402,65.422485,47.688538
66.03269,63.29942,64.58459,25.930197
66.586914,64.85935,65.7248,19.944899
67.216225,64.98183,62.849274,18.934746
66.36028,64.804634,60.416443,18.023418
67.702614,66.59967,61.36585,23.47346
66.75784,65.94476,56.28775,38.040344
66.19278,66.409515,61.6291,45.35351
67.39772,64.97369,49.32213,49.021935
66.55988,65.10643,45.855568,50.963478
68.42522,65.69553,37.873573,52.04926
68.495834,64.54339,23.73387,50.541878
69.177086,67.33026,29.792627,52.788647
67.88638,64.66209,20.758116,50.259556
68.578224,65.985794,20.761885,50.62829
68.51655,66.09699,21.052422,52.18192
68.15668,66.09493,23.025414,52.43267
67.73868,67.2483,25.416187,51.22888
67.213554,68.13651,31.537903,52.880478
68.05041,66.035645,28.921526,53.019577
67.11078,66.11501,32.161552,52.095592
67.65598,65.58889,24.809221,51.546703
68.52878,67.03729,27.66609,53.108913
66.89881,66.680984,32.023983,53.946507
68.51177,65.799446,27.394966,53.466587
68.67022,65.670715,29.365356,52.681053
67.71729,66.399124,26.36274,52.476456
68.4026,66.93192,33.476757,52.5969
68.51277,65.19184,40.87846,52.249485
68.30367,68.157524,60.82942,52.77037
66.230515,67.710014,66.63638,51.468964
68.63877,66.08143,67.117836,50.520813
67.72772,66.08145,67.81382,51.800373
66.14528,66.23809,67.546524,50.524906
67.72574,66.64654,65.92317,51.438057
66.39534,67.01571,65.7437,49.003
66.01456,66.87954,65.79616,49.8103
66.69707,66.99524,66.83266,51.02326
64.70083,66.0118,66.51715,49.491123
67.115166,66.56848,66.31807,47.43578
65.301155,66.2189,64.32262,47.66988
65.5875,66.50474,66.28101,51.74429
